"","agencyname","month","information","joined","no.response","response","discussion","positive","neutral","negative","audience_count","hearing","media_count","media_threat","audience_threat","criticism.12","praise.12","neutral.12","valence.12","criticism.3","praise.3","neutral.3","valence.3","media_count.3","media_count.12"
"1373","FRA","2020-01-01",27,"yes",29,1,30,18,3,9,4633,0,1,"no","no",247,197,62,-0.0988142292490119,140,122,27,-0.0622837370242214,4,24
"1374","FRONTEX","2020-01-01",26,"yes",18,0,18,10,5,3,1154,0,19,"no","no",118,165,86,0.127371273712737,22,36,15,0.191780821917808,76,327
"1375","SRB","2020-01-01",49,"yes",16,2,18,8,9,1,1257,0,1,"no","no",22,22,14,0,7,13,2,0.272727272727273,5,27
"1376","ACER","2020-02-01",5,"yes",0,0,0,0,0,0,97,0,0,"no","no",0,1,2,0.333333333333333,0,1,2,0.333333333333333,0,1
"1377","BEREC OFFICE","2020-02-01",15,"yes",0,0,0,0,0,0,75,0,0,"no","no",2,6,1,0.444444444444444,0,2,0,1,1,1
"1378","CEDEFOP","2020-02-01",31,"yes",0,0,0,0,0,0,884,0,1,"yes","no",1,12,8,0.523809523809524,0,1,1,0.5,1,3
"1379","CPVO","2020-02-01",17,"yes",1,0,1,1,0,0,71,0,0,"no","no",1,6,2,0.555555555555556,1,4,2,0.428571428571429,0,2
"1380","EASA","2020-02-01",4,"yes",10,0,10,8,1,1,1072,0,4,"no","no",24,45,21,0.233333333333333,3,8,3,0.357142857142857,25,100
"1381","EBA","2020-02-01",49,"yes",8,0,8,5,3,0,552,0,4,"no","no",13,35,15,0.349206349206349,3,9,4,0.375,21,112
"1382","ECDC","2020-02-01",62,"yes",43,5,48,21,15,12,8384,0,21,"yes","yes",11,40,18,0.420289855072464,2,11,5,0.5,11,24
"1383","ECHA","2020-02-01",33,"yes",15,2,17,8,5,4,1199,0,1,"no","no",95,160,64,0.203761755485893,31,45,23,0.141414141414141,2,12
"1384","EEA","2020-02-01",29,"yes",10,1,11,4,4,3,3616,0,8,"no","yes",31,72,30,0.308270676691729,7,15,9,0.258064516129032,19,66
"1385","EFCA","2020-02-01",4,"yes",4,2,6,0,1,5,298,0,0,"no","yes",4,14,0,0.555555555555556,2,3,0,0.2,0,0
"1386","EFSA","2020-02-01",46,"yes",4,2,6,4,1,1,1437,0,3,"no","no",17,57,23,0.412371134020619,3,9,3,0.4,25,115
"1387","EIGE","2020-02-01",23,"yes",13,1,14,10,2,2,654,0,2,"no","no",20,42,15,0.285714285714286,9,7,1,-0.117647058823529,5,13
"1388","EIOPA","2020-02-01",10,"yes",0,0,0,0,0,0,140,0,0,"no","no",0,1,1,0.5,0,0,0,0,0,4
"1389","EMA","2020-02-01",13,"yes",6,1,7,6,1,0,3485,0,5,"no","no",309,294,84,-0.0218340611353712,8,19,1,0.392857142857143,21,117
"1390","EMCDDA","2020-02-01",4,"yes",3,0,3,2,1,0,506,0,1,"no","no",23,31,19,0.10958904109589,14,14,7,0,9,28
"1391","EMSA","2020-02-01",22,"yes",1,0,1,1,0,0,205,0,1,"yes","no",1,8,2,0.636363636363636,0,1,0,1,0,4
"1392","ENISA","2020-02-01",47,"yes",5,0,5,4,0,1,1310,0,0,"no","no",16,65,16,0.505154639175258,8,19,6,0.333333333333333,0,0
"1393","ERA","2020-02-01",18,"yes",1,0,1,1,0,0,164,0,0,"no","no",1,10,4,0.6,1,3,1,0.4,0,1
"1394","ESMA","2020-02-01",30,"yes",1,0,1,1,0,0,504,0,2,"no","no",4,6,5,0.133333333333333,1,1,2,0,5,54
"1395","EU-OSHA","2020-02-01",34,"yes",0,0,0,0,0,0,397,0,0,"no","no",6,33,13,0.519230769230769,2,11,3,0.5625,1,2
"1396","EUIPO","2020-02-01",73,"yes",19,0,19,14,2,3,991,0,1,"no","no",41,87,41,0.272189349112426,8,6,5,-0.105263157894737,5,24
"1397","EUROFOUND","2020-02-01",32,"yes",1,1,2,1,1,0,427,0,0,"no","no",4,5,4,0.0769230769230769,0,1,1,0.5,0,2
"1398","FRA","2020-02-01",35,"yes",36,0,36,9,3,24,5547,0,1,"no","no",239,198,60,-0.0824949698189135,87,96,20,0.0443349753694581,3,25
"1399","FRONTEX","2020-02-01",14,"yes",22,0,22,10,3,9,6685,0,22,"no","yes",113,165,88,0.14207650273224,10,32,11,0.415094339622642,70,315
"1400","SRB","2020-02-01",71,"yes",13,1,14,2,10,2,2118,0,1,"no","yes",20,28,18,0.121212121212121,5,14,10,0.310344827586207,5,28
"1401","ACER","2020-03-01",6,"yes",0,0,0,0,0,0,32,0,0,"no","no",0,1,2,0.333333333333333,0,0,2,0,0,1
"1402","BEREC OFFICE","2020-03-01",39,"yes",0,0,0,0,0,0,258,0,0,"no","no",2,6,1,0.444444444444444,0,2,0,1,0,1
"1403","CEDEFOP","2020-03-01",25,"yes",0,0,0,0,0,0,745,0,0,"no","no",0,12,8,0.6,0,1,1,0.5,2,4
"1404","CPVO","2020-03-01",37,"yes",4,0,4,4,0,0,67,0,0,"no","no",1,7,2,0.6,1,4,2,0.428571428571429,0,2
"1405","EASA","2020-03-01",6,"yes",6,0,6,3,2,1,2524,0,7,"no","yes",24,49,21,0.265957446808511,4,12,2,0.444444444444444,22,99
"1406","EBA","2020-03-01",67,"yes",3,1,4,3,0,1,1180,0,14,"no","no",13,40,17,0.385714285714286,2,12,3,0.588235294117647,17,98
"1407","ECDC","2020-03-01",39,"yes",272,63,335,167,82,86,28053,0,20,"yes","yes",23,55,28,0.30188679245283,13,30,19,0.274193548387097,30,44
"1408","ECHA","2020-03-01",43,"yes",9,2,11,6,2,3,928,0,2,"no","no",87,159,69,0.228571428571429,21,39,17,0.233766233766234,3,10
"1409","EEA","2020-03-01",25,"yes",13,1,14,11,3,0,1850,0,9,"no","no",33,68,32,0.263157894736842,9,15,10,0.176470588235294,21,71
"1410","EFCA","2020-03-01",3,"yes",1,0,1,0,1,0,108,0,0,"no","no",9,11,1,0.0952380952380952,7,1,1,-0.666666666666667,0,0
"1411","EFSA","2020-03-01",41,"yes",4,0,4,2,1,1,2001,0,6,"no","no",17,57,23,0.412371134020619,1,6,1,0.625,19,111
"1412","EIGE","2020-03-01",28,"yes",7,1,8,4,3,1,1132,0,1,"no","no",20,52,17,0.359550561797753,6,13,3,0.318181818181818,2,15
"1413","EIOPA","2020-03-01",7,"yes",1,0,1,0,1,0,188,0,2,"yes","no",0,1,1,0.5,0,0,0,0,0,2
"1414","EMA","2020-03-01",23,"yes",34,0,34,16,7,11,8163,0,14,"no","no",303,296,85,-0.010233918128655,3,16,1,0.65,19,99
"1415","EMCDDA","2020-03-01",14,"yes",13,0,13,9,4,0,905,0,3,"no","no",23,31,20,0.108108108108108,13,6,5,-0.291666666666667,2,29
"1416","EMSA","2020-03-01",14,"yes",0,0,0,0,0,0,215,0,0,"no","no",0,6,2,0.75,0,2,0,1,1,5
"1417","ENISA","2020-03-01",32,"yes",18,2,20,9,6,5,1641,0,0,"no","no",17,66,16,0.494949494949495,5,18,5,0.464285714285714,0,0
"1418","ERA","2020-03-01",24,"yes",3,0,3,3,0,0,233,0,0,"no","no",1,11,4,0.625,0,1,1,0.5,0,1
"1419","ESMA","2020-03-01",42,"yes",2,1,3,1,0,2,672,0,2,"no","no",3,7,4,0.285714285714286,1,2,2,0.2,7,39
"1420","EU-OSHA","2020-03-01",35,"yes",3,0,3,2,1,0,598,0,0,"no","no",6,33,13,0.519230769230769,1,5,1,0.571428571428571,0,2
"1421","EUIPO","2020-03-01",94,"yes",14,1,15,9,3,3,2142,0,4,"no","no",36,93,40,0.337278106508876,7,18,5,0.366666666666667,6,23
"1422","EUROFOUND","2020-03-01",53,"yes",0,0,0,0,0,0,662,0,0,"no","no",4,6,5,0.133333333333333,0,2,2,0.5,0,2
"1423","FRA","2020-03-01",41,"yes",56,3,59,32,8,19,6509,0,2,"no","no",258,204,59,-0.103646833013436,47,42,11,-0.05,2,22
"1424","FRONTEX","2020-03-01",24,"yes",291,0,291,114,76,101,13592,0,119,"yes","yes",119,172,89,0.139473684210526,15,30,10,0.272727272727273,63,316
"1425","SRB","2020-03-01",63,"yes",8,0,8,5,3,0,1230,0,2,"no","no",21,30,28,0.113924050632911,6,14,19,0.205128205128205,4,28
"1426","ACER","2020-04-01",10,"yes",0,0,0,0,0,0,169,0,0,"no","no",0,1,2,0.333333333333333,0,0,0,0,0,1
"1427","BEREC OFFICE","2020-04-01",15,"yes",1,0,1,1,0,0,251,0,0,"no","no",2,6,1,0.444444444444444,0,2,0,1,0,1
"1428","CEDEFOP","2020-04-01",31,"yes",1,0,1,1,0,0,998,0,0,"no","no",0,10,7,0.588235294117647,0,0,1,0,1,4
"1429","CPVO","2020-04-01",28,"yes",0,0,0,0,0,0,64,0,0,"no","no",1,11,2,0.714285714285714,1,6,2,0.555555555555556,0,2
"1430","EASA","2020-04-01",6,"yes",5,0,5,3,0,2,731,0,2,"no","no",14,31,13,0.293103448275862,4,12,4,0.4,24,73
"1431","EBA","2020-04-01",46,"yes",9,0,9,6,3,0,460,0,8,"no","no",13,41,15,0.405797101449275,3,13,3,0.526315789473684,24,88
"1432","ECDC","2020-04-01",34,"yes",170,6,176,86,46,44,19048,0,20,"yes","yes",107,221,109,0.260869565217391,99,193,100,0.239795918367347,50,63
"1433","ECHA","2020-04-01",41,"yes",26,11,37,16,12,9,1106,0,0,"no","no",83,152,70,0.226229508196721,19,33,13,0.215384615384615,5,8
"1434","EEA","2020-04-01",12,"yes",8,0,8,4,3,1,1496,0,3,"no","no",31,73,34,0.304347826086957,5,18,7,0.433333333333333,22,77
"1435","EFCA","2020-04-01",17,"yes",8,0,8,4,2,2,150,0,0,"no","no",9,10,2,0.0476190476190476,7,1,2,-0.6,0,0
"1436","EFSA","2020-04-01",48,"yes",5,0,5,3,2,0,1403,0,2,"no","no",17,52,22,0.384615384615385,2,7,2,0.454545454545455,17,99
"1437","EIGE","2020-04-01",21,"yes",14,2,16,5,3,8,939,0,2,"no","no",19,53,18,0.377777777777778,3,17,5,0.56,3,15
"1438","EIOPA","2020-04-01",13,"yes",0,0,0,0,0,0,218,0,8,"yes","no",0,1,2,0.333333333333333,0,0,1,0,2,4
"1439","EMA","2020-04-01",23,"yes",22,0,22,9,9,4,18277,0,10,"no","yes",26,64,20,0.345454545454545,12,28,8,0.333333333333333,26,103
"1440","EMCDDA","2020-04-01",10,"yes",6,1,7,5,1,1,795,0,0,"no","no",20,38,23,0.222222222222222,11,14,9,0.0882352941176471,5,28
"1441","EMSA","2020-04-01",11,"yes",0,0,0,0,0,0,618,0,0,"no","yes",0,5,2,0.714285714285714,0,1,0,1,1,4
"1442","ENISA","2020-04-01",44,"yes",11,0,11,5,5,1,1719,0,0,"no","no",20,68,21,0.440366972477064,7,25,10,0.428571428571429,0,0
"1443","ERA","2020-04-01",19,"yes",1,0,1,1,0,0,172,0,0,"no","no",1,13,4,0.666666666666667,0,4,1,0.8,0,0
"1444","ESMA","2020-04-01",32,"yes",1,0,1,1,0,0,438,0,0,"no","no",4,7,3,0.214285714285714,2,3,1,0.166666666666667,7,35
"1445","EU-OSHA","2020-04-01",41,"yes",5,0,5,4,1,0,1995,0,0,"no","yes",6,30,13,0.489795918367347,1,4,1,0.5,0,2
"1446","EUIPO","2020-04-01",102,"yes",34,0,34,16,10,8,1244,0,1,"no","no",38,97,31,0.355421686746988,7,26,8,0.463414634146341,9,23
"1447","EUROFOUND","2020-04-01",38,"yes",7,0,7,5,2,0,1084,0,0,"no","yes",4,6,3,0.153846153846154,0,1,1,0.5,0,2
"1448","FRA","2020-04-01",38,"yes",25,1,26,14,2,10,5220,0,2,"no","no",268,231,64,-0.0657193605683837,52,59,14,0.056,4,22
"1449","FRONTEX","2020-04-01",17,"yes",30,0,30,12,6,12,9365,0,17,"no","yes",220,282,163,0.0932330827067669,113,134,84,0.0634441087613293,160,403
"1450","SRB","2020-04-01",70,"yes",2,0,2,1,1,0,685,0,2,"no","no",20,33,31,0.154761904761905,3,15,22,0.3,4,26
"1451","ACER","2020-05-01",9,"yes",0,0,0,0,0,0,84,0,0,"no","no",0,1,2,0.333333333333333,0,0,0,0,0,0
"1452","BEREC OFFICE","2020-05-01",27,"yes",3,0,3,3,0,0,238,0,0,"no","no",1,7,1,0.666666666666667,0,1,0,1,0,1
"1453","CEDEFOP","2020-05-01",35,"yes",5,0,5,3,1,1,1048,0,0,"no","no",0,8,6,0.571428571428571,0,1,0,1,1,3
"1454","CPVO","2020-05-01",20,"yes",0,0,0,0,0,0,54,0,0,"no","no",1,11,2,0.714285714285714,0,5,0,1,0,2
"1455","EASA","2020-05-01",9,"yes",9,0,9,5,4,0,1721,0,18,"yes","no",10,30,12,0.384615384615385,4,14,3,0.476190476190476,13,68
"1456","EBA","2020-05-01",73,"yes",6,0,6,3,2,1,773,0,13,"no","no",13,47,18,0.435897435897436,1,14,6,0.619047619047619,26,91
"1457","ECDC","2020-05-01",43,"yes",55,3,58,31,13,14,7913,0,37,"yes","yes",151,306,152,0.254515599343186,142,274,143,0.23613595706619,61,80
"1458","ECHA","2020-05-01",31,"yes",37,3,40,18,10,12,957,0,0,"no","no",91,162,80,0.213213213213213,16,30,19,0.215384615384615,3,7
"1459","EEA","2020-05-01",22,"yes",8,0,8,6,2,0,1456,0,1,"no","no",31,74,37,0.302816901408451,4,19,10,0.454545454545455,20,75
"1460","EFCA","2020-05-01",6,"yes",1,0,1,1,0,0,112,0,0,"no","no",11,14,4,0.103448275862069,7,4,4,-0.2,0,0
"1461","EFSA","2020-05-01",36,"yes",7,0,7,6,0,1,4499,0,5,"no","yes",15,50,18,0.421686746987952,2,9,4,0.466666666666667,11,95
"1462","EIGE","2020-05-01",37,"yes",8,2,10,6,3,1,1144,0,0,"no","no",27,56,21,0.278846153846154,11,19,8,0.210526315789474,5,16
"1463","EIOPA","2020-05-01",7,"yes",0,0,0,0,0,0,129,0,0,"no","no",0,1,2,0.333333333333333,0,0,1,0,10,12
"1464","EMA","2020-05-01",20,"yes",49,0,49,29,6,14,23012,0,14,"no","yes",30,72,28,0.323076923076923,15,31,17,0.253968253968254,29,98
"1465","EMCDDA","2020-05-01",21,"yes",8,3,11,9,0,2,1165,0,3,"no","no",21,39,23,0.216867469879518,1,16,6,0.652173913043478,4,27
"1466","EMSA","2020-05-01",9,"yes",0,0,0,0,0,0,375,0,1,"yes","no",0,4,2,0.666666666666667,0,1,0,1,1,4
"1467","ENISA","2020-05-01",23,"yes",7,0,7,5,1,1,1018,0,0,"no","no",20,72,26,0.440677966101695,7,18,11,0.305555555555556,0,0
"1468","ERA","2020-05-01",17,"yes",0,0,0,0,0,0,170,0,0,"no","no",1,13,4,0.666666666666667,0,5,0,1,0,0
"1469","ESMA","2020-05-01",24,"yes",0,0,0,0,0,0,393,0,2,"no","no",4,7,3,0.214285714285714,2,3,0,0.2,4,32
"1470","EU-OSHA","2020-05-01",48,"yes",6,0,6,4,2,0,856,0,0,"no","no",6,33,14,0.509433962264151,0,6,2,0.75,0,2
"1471","EUIPO","2020-05-01",71,"yes",9,1,10,4,0,6,1025,0,2,"no","no",43,105,38,0.333333333333333,14,39,15,0.367647058823529,6,24
"1472","EUROFOUND","2020-05-01",37,"yes",9,0,9,5,3,1,1524,0,1,"no","yes",4,11,5,0.35,0,6,3,0.666666666666667,0,2
"1473","FRA","2020-05-01",55,"yes",51,1,52,26,7,19,8386,0,2,"no","no",264,237,63,-0.0478723404255319,53,55,13,0.0165289256198347,5,22
"1474","FRONTEX","2020-05-01",18,"yes",36,0,36,20,8,8,1823,0,15,"no","no",232,293,168,0.088023088023088,122,136,85,0.0408163265306122,158,401
"1475","SRB","2020-05-01",112,"yes",7,0,7,4,2,1,583,0,1,"no","no",16,34,30,0.225,2,8,14,0.25,5,23
"1476","ACER","2020-06-01",6,"yes",0,0,0,0,0,0,189,0,0,"no","no",0,1,2,0.333333333333333,0,0,0,0,0,0
"1477","BEREC OFFICE","2020-06-01",34,"yes",0,0,0,0,0,0,180,0,0,"no","no",1,10,0,0.818181818181818,0,4,0,1,0,1
"1478","CEDEFOP","2020-06-01",50,"yes",10,2,12,5,7,0,1325,0,2,"yes","no",1,11,6,0.555555555555556,1,4,1,0.5,0,3
"1479","CPVO","2020-06-01",19,"yes",1,0,1,1,0,0,62,0,0,"no","no",1,11,2,0.714285714285714,0,4,0,1,0,2
"1480","EASA","2020-06-01",10,"yes",15,0,15,10,2,3,2942,0,29,"yes","yes",9,34,15,0.431034482758621,3,11,6,0.4,27,82
"1481","EBA","2020-06-01",54,"yes",9,0,9,6,3,0,641,0,13,"no","no",14,50,18,0.439024390243902,2,12,5,0.526315789473684,35,100
"1482","ECDC","2020-06-01",14,"yes",42,5,47,26,8,13,6128,0,28,"yes","no",165,334,164,0.254901960784314,144,284,141,0.246045694200351,77,113
"1483","ECHA","2020-06-01",34,"yes",19,1,20,13,3,4,988,0,1,"no","no",87,147,73,0.195439739413681,24,40,24,0.181818181818182,2,6
"1484","EEA","2020-06-01",21,"yes",7,0,7,5,1,1,2375,0,9,"no","no",28,75,39,0.330985915492958,1,21,8,0.666666666666667,13,69
"1485","EFCA","2020-06-01",11,"yes",1,0,1,0,1,0,148,0,0,"no","no",10,14,4,0.142857142857143,2,5,3,0.3,0,0
"1486","EFSA","2020-06-01",60,"yes",21,6,27,18,6,3,1883,0,2,"no","no",9,44,7,0.583333333333333,2,11,3,0.5625,13,90
"1487","EIGE","2020-06-01",39,"yes",21,0,21,14,3,4,2653,0,1,"no","yes",27,61,22,0.309090909090909,10,15,9,0.147058823529412,3,15
"1488","EIOPA","2020-06-01",25,"yes",0,0,0,0,0,0,183,0,2,"yes","no",0,0,1,0,0,0,1,0,10,10
"1489","EMA","2020-06-01",21,"yes",90,0,90,41,11,38,20372,0,11,"no","yes",43,94,34,0.298245614035088,29,54,22,0.238095238095238,38,105
"1490","EMCDDA","2020-06-01",11,"yes",5,0,5,3,1,1,973,0,1,"no","no",23,45,22,0.244444444444444,3,23,5,0.645161290322581,6,30
"1491","EMSA","2020-06-01",10,"yes",0,1,1,1,0,0,308,0,0,"no","no",0,3,1,0.75,0,0,0,0,1,5
"1492","ENISA","2020-06-01",42,"yes",13,1,14,6,6,2,1564,0,0,"no","no",20,70,26,0.431034482758621,7,19,12,0.315789473684211,0,0
"1493","ERA","2020-06-01",18,"yes",1,0,1,1,0,0,247,0,0,"no","no",1,13,4,0.666666666666667,0,4,0,1,0,0
"1494","ESMA","2020-06-01",99,"yes",17,0,17,5,2,10,835,0,5,"no","no",3,7,3,0.307692307692308,2,2,0,0,4,30
"1495","EU-OSHA","2020-06-01",28,"yes",2,0,2,2,0,0,505,0,0,"no","no",6,35,16,0.508771929824561,0,10,4,0.714285714285714,0,2
"1496","EUIPO","2020-06-01",67,"yes",10,0,10,8,0,2,1172,0,2,"no","no",47,106,34,0.315508021390374,17,29,13,0.203389830508475,7,26
"1497","EUROFOUND","2020-06-01",44,"yes",2,0,2,1,0,1,747,0,1,"no","no",5,14,8,0.333333333333333,1,10,5,0.5625,1,2
"1498","FRA","2020-06-01",88,"yes",47,1,48,18,7,23,7724,0,8,"yes","no",275,253,69,-0.0368509212730318,48,72,17,0.175182481751825,6,22
"1499","FRONTEX","2020-06-01",16,"yes",23,0,23,10,6,7,4631,0,15,"no","no",226,287,169,0.0894428152492669,121,146,90,0.0700280112044818,151,384
"1500","SRB","2020-06-01",104,"yes",12,0,12,5,1,6,2521,0,1,"no","yes",16,37,31,0.25,1,10,6,0.529411764705882,5,20
"1501","ACER","2020-07-01",22,"yes",1,0,1,1,0,0,297,0,0,"no","no",0,1,2,0.333333333333333,0,0,0,0,0,0
"1502","BEREC OFFICE","2020-07-01",11,"yes",0,0,0,0,0,0,119,0,0,"no","no",1,9,0,0.8,0,4,0,1,0,1
"1503","CEDEFOP","2020-07-01",30,"yes",1,0,1,0,0,1,1020,0,1,"no","no",1,16,13,0.5,1,9,8,0.444444444444444,2,5
"1504","CPVO","2020-07-01",19,"yes",2,1,3,2,1,0,72,0,0,"no","no",1,12,2,0.733333333333333,0,1,0,1,0,1
"1505","EASA","2020-07-01",10,"yes",9,0,9,4,3,2,1669,0,11,"no","yes",11,40,15,0.439393939393939,5,18,6,0.448275862068966,49,107
"1506","EBA","2020-07-01",46,"yes",4,0,4,2,2,0,583,0,15,"no","no",10,40,18,0.441176470588235,1,15,8,0.583333333333333,34,108
"1507","ECDC","2020-07-01",23,"yes",36,2,38,17,9,12,4516,0,24,"yes","no",175,356,171,0.257834757834758,71,143,67,0.256227758007117,85,140
"1508","ECHA","2020-07-01",38,"yes",11,2,13,7,3,3,1430,0,0,"no","no",88,150,73,0.19935691318328,25,47,25,0.22680412371134,1,7
"1509","EEA","2020-07-01",21,"yes",8,1,9,3,3,3,1505,0,5,"no","no",28,70,38,0.308823529411765,2,15,6,0.565217391304348,13,71
"1510","EFCA","2020-07-01",6,"yes",3,2,5,4,0,1,136,0,0,"no","no",10,9,5,-0.0416666666666667,2,5,3,0.3,0,0
"1511","EFSA","2020-07-01",37,"yes",5,1,6,3,2,1,1363,0,3,"no","no",9,52,13,0.581081081081081,4,27,8,0.58974358974359,9,83
"1512","EIGE","2020-07-01",40,"yes",9,1,10,5,2,3,1059,0,0,"no","no",30,70,23,0.32520325203252,13,25,9,0.25531914893617,3,15
"1513","EIOPA","2020-07-01",24,"yes",0,0,0,0,0,0,349,0,0,"no","yes",0,0,1,0,0,0,0,0,10,12
"1514","EMA","2020-07-01",19,"yes",23,0,23,16,3,4,21616,0,16,"no","yes",80,134,44,0.209302325581395,56,79,26,0.142857142857143,35,108
"1515","EMCDDA","2020-07-01",8,"yes",3,0,3,1,2,0,509,0,0,"no","no",19,44,16,0.316455696202532,4,17,2,0.565217391304348,4,20
"1516","EMSA","2020-07-01",13,"yes",1,0,1,1,0,0,240,0,0,"no","no",0,4,1,0.8,0,1,0,1,1,5
"1517","ENISA","2020-07-01",39,"yes",6,0,6,4,2,0,1901,0,0,"no","no",21,70,27,0.415254237288136,4,16,12,0.375,0,0
"1518","ERA","2020-07-01",16,"yes",1,0,1,1,0,0,244,0,0,"no","no",1,13,4,0.666666666666667,0,2,0,1,0,0
"1519","ESMA","2020-07-01",103,"yes",6,0,6,3,3,0,1296,0,3,"no","yes",13,11,5,-0.0689655172413793,10,6,2,-0.222222222222222,7,30
"1520","EU-OSHA","2020-07-01",31,"yes",4,0,4,0,4,0,401,0,0,"no","no",6,32,11,0.530612244897959,0,10,3,0.769230769230769,0,2
"1521","EUIPO","2020-07-01",77,"yes",6,0,6,1,1,4,951,0,0,"no","no",44,89,29,0.277777777777778,16,28,10,0.222222222222222,5,22
"1522","EUROFOUND","2020-07-01",32,"yes",2,0,2,1,0,1,639,0,1,"no","no",6,15,8,0.310344827586207,2,11,5,0.5,2,2
"1523","FRA","2020-07-01",45,"yes",32,1,33,14,7,12,7618,0,1,"no","no",282,259,65,-0.037953795379538,52,58,16,0.0476190476190476,12,27
"1524","FRONTEX","2020-07-01",29,"yes",29,0,29,15,2,12,2474,0,18,"no","no",187,250,136,0.109947643979058,27,42,20,0.168539325842697,47,369
"1525","SRB","2020-07-01",95,"yes",14,1,15,8,3,4,1190,0,0,"no","yes",22,42,31,0.210526315789474,7,10,4,0.142857142857143,4,19
"1526","ACER","2020-08-01",8,"yes",1,0,1,0,1,0,99,0,0,"no","no",0,2,2,0.5,0,1,0,1,0,0
"1527","BEREC OFFICE","2020-08-01",10,"yes",0,0,0,0,0,0,50,0,0,"no","no",1,9,0,0.8,0,3,0,1,0,1
"1528","CEDEFOP","2020-08-01",14,"yes",1,0,1,1,0,0,517,0,0,"no","no",2,16,13,0.451612903225806,2,8,8,0.333333333333333,3,5
"1529","CPVO","2020-08-01",20,"yes",0,0,0,0,0,0,65,0,0,"no","no",1,12,3,0.6875,0,3,1,0.75,0,0
"1530","EASA","2020-08-01",3,"yes",2,0,2,1,0,1,764,0,5,"no","no",13,43,18,0.405405405405405,5,19,9,0.424242424242424,58,105
"1531","EBA","2020-08-01",31,"yes",0,0,0,0,0,0,280,0,1,"no","no",9,39,19,0.447761194029851,1,11,7,0.526315789473684,41,113
"1532","ECDC","2020-08-01",21,"yes",45,1,46,15,17,14,7810,0,37,"yes","yes",185,371,178,0.253405994550409,39,74,30,0.244755244755245,89,164
"1533","ECHA","2020-08-01",26,"yes",19,1,20,8,4,8,1441,0,0,"no","no",87,149,75,0.19935691318328,19,38,16,0.26027397260274,1,6
"1534","EEA","2020-08-01",10,"yes",3,0,3,2,1,0,1228,0,1,"no","no",29,68,41,0.282608695652174,4,14,6,0.416666666666667,15,72
"1535","EFCA","2020-08-01",2,"yes",0,0,0,0,0,0,66,0,0,"no","no",10,12,5,0.0740740740740741,1,5,1,0.571428571428571,0,0
"1536","EFSA","2020-08-01",21,"yes",5,2,7,4,3,0,884,0,2,"no","no",10,55,15,0.5625,5,27,8,0.55,10,74
"1537","EIGE","2020-08-01",22,"yes",10,1,11,6,1,4,897,0,0,"no","no",32,74,25,0.320610687022901,8,25,8,0.414634146341463,1,14
"1538","EIOPA","2020-08-01",6,"yes",1,0,1,1,0,0,89,0,1,"no","no",0,0,1,0,0,0,0,0,2,12
"1539","EMA","2020-08-01",6,"yes",7,0,7,6,0,1,17154,0,13,"no","yes",81,147,46,0.240875912408759,56,86,20,0.185185185185185,41,110
"1540","EMCDDA","2020-08-01",5,"yes",0,0,0,0,0,0,222,0,0,"no","no",19,45,17,0.320987654320988,3,13,3,0.526315789473684,4,19
"1541","EMSA","2020-08-01",1,"yes",1,0,1,1,0,0,337,0,0,"no","yes",0,5,0,1,0,2,0,1,1,4
"1542","ENISA","2020-08-01",11,"yes",4,0,4,3,0,1,570,0,0,"no","no",19,73,28,0.45,3,15,9,0.444444444444444,0,0
"1543","ERA","2020-08-01",5,"yes",1,0,1,0,1,0,39,0,0,"no","no",1,13,4,0.666666666666667,0,2,0,1,0,0
"1544","ESMA","2020-08-01",47,"yes",6,0,6,0,1,5,451,0,0,"no","no",13,13,8,0,10,8,5,-0.0869565217391304,10,29
"1545","EU-OSHA","2020-08-01",23,"yes",2,1,3,2,0,1,479,0,0,"no","no",4,31,14,0.551020408163265,0,6,6,0.5,0,2
"1546","EUIPO","2020-08-01",55,"yes",13,1,14,10,1,3,755,0,1,"no","no",38,77,27,0.274647887323944,12,13,1,0.0384615384615385,4,20
"1547","EUROFOUND","2020-08-01",5,"yes",0,0,0,0,0,0,184,0,0,"no","no",6,16,7,0.344827586206897,3,7,3,0.307692307692308,3,3
"1548","FRA","2020-08-01",27,"yes",22,0,22,10,2,10,5056,0,0,"no","no",288,269,68,-0.0304,54,58,21,0.0300751879699248,11,25
"1549","FRONTEX","2020-08-01",14,"yes",24,0,24,7,5,12,2122,0,15,"no","no",190,252,131,0.108202443280977,27,45,16,0.204545454545455,48,364
"1550","SRB","2020-08-01",31,"yes",1,0,1,1,0,0,556,0,1,"no","no",25,48,34,0.214953271028037,11,17,6,0.176470588235294,2,14
"1551","ACER","2020-09-01",18,"yes",1,0,1,1,0,0,272,0,0,"no","no",0,2,3,0.4,0,1,1,0.5,0,0
"1552","BEREC OFFICE","2020-09-01",10,"yes",1,1,2,2,0,0,162,0,0,"no","no",0,8,0,1,0,0,0,0,0,1
"1553","CEDEFOP","2020-09-01",51,"yes",0,0,0,0,0,0,670,0,0,"no","no",2,16,13,0.451612903225806,1,6,7,0.357142857142857,3,5
"1554","CPVO","2020-09-01",19,"yes",0,0,0,0,0,0,57,0,0,"no","no",1,12,3,0.6875,0,3,1,0.75,0,0
"1555","EASA","2020-09-01",9,"yes",2,0,2,1,0,1,939,0,5,"no","no",14,44,17,0.4,6,15,5,0.346153846153846,45,108
